Name,Patronym,"Family name",Gender,Owns,"Attestation ID",ind.Name,ind.Patronym,"ind.Family name",ind.Gender,Biography,PID,Probability,"Museum no.",Duplicate,Publication,Archive,Type,Date,"Julian date","Place of writing",Has,"Cdli URL","Nabucco URL","Achemenet URL","Oracc URL","British Museum URL","Tablet ID",Role,Title,"Type and objects"
Darius,,,Male,,58989,Darius,-,-,Male,,16371,"highly probable","MMA 86.11.173",,"CTMMA 3, no. 69","Egibi Nūr-Sîn","Legal document","01.V.28 Dar I",494,Babylon,,https://cdli.ucla.edu/P412347,-,-,-,-,6969,"king in date","šar Bābili u mātāti","TypeLegal documentSubtypelease contract (ana maddatti)"
Ea-īpuš,Bēl-ahu-iddin,,Male,,30466,Ea-īpuš,Bēl-ahu-iddin,-,Male,,15250,"highly probable","Unknown (IM)",,"UET 4, 38","Gallābu (Ur)","Legal document","02.I.06 Art II",399,Ur,,https://cdli.ucla.edu/P414734,-,,,,3514,"sealer of the tablet
witness, regular (mukinnu)",-,"TypeLegal documentSubtypelease contract (ana maddatti)"
Erība-Marduk,Šamaš-šumu-iddin,Ur-Nanna,Male,,58988,Erība-Marduk,Šamaš-šumu-iddin,Ur-Nanna,Male,,21270,"highly probable","MMA 86.11.173",,"CTMMA 3, no. 69","Egibi Nūr-Sîn","Legal document","01.V.28 Dar I",494,Babylon,,https://cdli.ucla.edu/P412347,-,-,-,-,6969,"scribe (ṭupšarru)",-,"TypeLegal documentSubtypelease contract (ana maddatti)"
Erībāya,Bēlšunu(?),,Male,,19996,Erībāya,Bēlšunu,-,Male,,15287,"highly probable","Unknown (IM)",,"UET 4, 42","Gallābu (Ur)","Legal document","06.IV.35 Art II",370,Ur,,https://cdli.ucla.edu/P414738,-,,,,2440,"sealer of the tablet
witness, regular (mukinnu)",-,"TypeLegal documentSubtypelease contract (ana maddatti)"
Gašria,Sîn-itta[nnu],,Male,,50075,Gašria,Sîn-ittannu,-,Male,,17368,"highly probable","Unknown (IM)",,"UET 4, 46",Nidinti-Ea,"Legal document","15.VII.25 Art II",380,Ur,"Seals, Fingernails",https://cdli.ucla.edu/P414742,-,-,-,-,5811,"witness, regular (mukinnu)",-,"TypeLegal documentSubtypelease contract (ana maddatti)"
Iddin-Bēl,Bēl-mudammiq,Egibi,Male,,58985,Iddin-Bēl,Bēl-udammiq,Egibi,Male,,20909,"highly probable","MMA 86.11.173",,"CTMMA 3, no. 69","Egibi Nūr-Sîn","Legal document","01.V.28 Dar I",494,Babylon,,https://cdli.ucla.edu/P412347,-,-,-,-,6969,"witness, regular (mukinnu)",-,"TypeLegal documentSubtypelease contract (ana maddatti)"
Iddināya,Nidintu,,Male,Field,19957,Iddināya,Nidintu,-,Male,,16067,probable,"Unknown (IM)",,"UET 4, 42","Gallābu (Ur)","Legal document","06.IV.35 Art II",370,Ur,,https://cdli.ucla.edu/P414738,-,,,,2440,neighbour,-,"TypeLegal documentSubtypelease contract (ana maddatti)"
Ile’’i-šūzubu-Marduk,Mušēzib-Marduk,Šangû-Ea,Male,,58986,Ile’’i-šūzubu-Marduk,Mušēzib-Marduk,Šangû-Ea,Male,,20925,"highly probable","MMA 86.11.173",,"CTMMA 3, no. 69","Egibi Nūr-Sîn","Legal document","01.V.28 Dar I",494,Babylon,,https://cdli.ucla.edu/P412347,-,-,-,-,6969,"witness, regular (mukinnu)",-,"TypeLegal documentSubtypelease contract (ana maddatti)"
Itti-ēdu-Bēl,,,Male,,58983,Itti-ēdu-Bēl,-,-,Male,,22359,"highly probable","MMA 86.11.173",,"CTMMA 3, no. 69","Egibi Nūr-Sîn","Legal document","01.V.28 Dar I",494,Babylon,,https://cdli.ucla.edu/P412347,-,-,-,-,6969,"employer
lessee
performer",qallu,"TypeLegal documentSubtypelease contract (ana maddatti)"
Itti-Sîn-nuhšu,Sîn-bullissu,,Male,,30457,Itti-Sîn-nuhšu,Sîn-bullissu,-,Male,,15319,probable,"Unknown (IM)",,"UET 4, 38","Gallābu (Ur)","Legal document","02.I.06 Art II",399,Ur,,https://cdli.ucla.edu/P414734,-,,,,3514,"sealer of the tablet
witness, regular (mukinnu)",-,"TypeLegal documentSubtypelease contract (ana maddatti)"
Kidin-Sîn,,,Male,,20623,Kidin-Sîn,-,-,Male,,15652,"highly probable","Unknown (IM)",,"UET 4, 44","Gallābu (Ur)","Legal document","23.IV.[33] Art II",372,Ur,Fingernails,https://cdli.ucla.edu/P414740,-,,,,2509,share-holder,"bēl qašti","TypeLegal documentSubtypelease contract (ana maddatti)"
Kidinnu,Sîn-iddin,,Male,,20002,Kidinnu,Sîn-iddin,-,Male,,15658,"highly probable","Unknown (IM)",,"UET 4, 42","Gallābu (Ur)","Legal document","06.IV.35 Art II",370,Ur,,https://cdli.ucla.edu/P414738,-,,,,2440,"sealer of the tablet
witness, regular (mukinnu)",-,"TypeLegal documentSubtypelease contract (ana maddatti)"
Kidinnu,Sîn-iddin,,Male,,30499,Kidinnu,Sîn-iddin,-,Male,,15658,"less probable","Unknown (IM)",,"UET 4, 38","Gallābu (Ur)","Legal document","02.I.06 Art II",399,Ur,,https://cdli.ucla.edu/P414734,-,,,,3514,"scribe (ṭupšarru)",-,"TypeLegal documentSubtypelease contract (ana maddatti)"
Kuṣurea,Sîn-ahhē-bulliṭ,,Male,,20626,Kuṣurea,Sîn-ahhē-bulliṭ,Gallābu,Male,,15219,probable,"Unknown (IM)",,"UET 4, 44","Gallābu (Ur)","Legal document","23.IV.[33] Art II",372,Ur,Fingernails,https://cdli.ucla.edu/P414740,-,,,,2509,"lessor
share-holder","bēl qašti","TypeLegal documentSubtypelease contract (ana maddatti)"
Kuṣurea,Sîn-ahhē-bulliṭ,Gallābu,Male,House,30418,Kuṣurea,Sîn-ahhē-bulliṭ,Gallābu,Male,,15219,"highly probable","Unknown (IM)",,"UET 4, 38","Gallābu (Ur)","Legal document","02.I.06 Art II",399,Ur,,https://cdli.ucla.edu/P414734,-,,,,3514,employer,-,"TypeLegal documentSubtypelease contract (ana maddatti)"
Kuṣurea,Sîn-ahūšu-iddin,,Male,,19972,Kuṣurea,Sîn-ahhē-bulliṭ,Gallābu,Male,,15219,probable,"Unknown (IM)",,"UET 4, 42","Gallābu (Ur)","Legal document","06.IV.35 Art II",370,Ur,,https://cdli.ucla.edu/P414738,-,,,,2440,"co-owner
lessor","bēl qašti","TypeLegal documentSubtypelease contract (ana maddatti)"
Lâbâši,Lâ[bâši?],,Male,Field,50066,Lâbâši,Lâbâši,-,Male,,17376,"highly probable","Unknown (IM)",,"UET 4, 46",Nidinti-Ea,"Legal document","15.VII.25 Art II",380,Ur,"Seals, Fingernails",https://cdli.ucla.edu/P414742,-,-,-,-,5811,lessor,-,"TypeLegal documentSubtypelease contract (ana maddatti)"
Marduk-nāṣir-apli,Itti-Marduk-balāṭu,Egibi,Male,Slave,58981,Marduk-nāṣir-apli,Itti-Marduk-balāṭu,Egibi,Male,,5,"highly probable","MMA 86.11.173",,"CTMMA 3, no. 69","Egibi Nūr-Sîn","Legal document","01.V.28 Dar I",494,Babylon,,https://cdli.ucla.edu/P412347,-,-,-,-,6969,"lessor
master (of a slave)",-,"TypeLegal documentSubtypelease contract (ana maddatti)"
Matuqtu,Sîn-ahhē-šullim,,Female,,41962,Matuqtu,Sîn-ahhē-šullim,-,Female,,15688,"highly probable","IM 17281",,"Oelsner 2006, pp. 84-87","Gallābu (Ur)","Legal document","01.VIII.12 Alex III",325,Ur,,-,-,,,,4843,"leaves fingernail marking(s)
lessor",-,"TypeLegal documentSubtypelease contract (ana maddatti)"
Nabû-ahhē-bulliṭ,,,Male,SlaveAgent,58984,Nabû-ahhē-bulliṭ,-,-,Male,,28854,"highly probable","MMA 86.11.173",,"CTMMA 3, no. 69","Egibi Nūr-Sîn","Legal document","01.V.28 Dar I",494,Babylon,,https://cdli.ucla.edu/P412347,-,-,-,-,6969,"master (of a slave)",-,"TypeLegal documentSubtypelease contract (ana maddatti)"
Nabû-bullissu,Libluṭ,Itinnu,Male,,58987,Nabû-bullissu,Libluṭ,Itinnu,Male,,20934,"highly probable","MMA 86.11.173",,"CTMMA 3, no. 69","Egibi Nūr-Sîn","Legal document","01.V.28 Dar I",494,Babylon,,https://cdli.ucla.edu/P412347,-,-,-,-,6969,"witness, regular (mukinnu)",-,"TypeLegal documentSubtypelease contract (ana maddatti)"
Nanāya-iddin,Bēl-ittannu,,Male,,20011,Nanāya-iddin,Bēl-ittannu,-,Male,,15786,"highly probable","Unknown (IM)",,"UET 4, 42","Gallābu (Ur)","Legal document","06.IV.35 Art II",370,Ur,,https://cdli.ucla.edu/P414738,-,,,,2440,"sealer of the tablet
witness, regular (mukinnu)",-,"TypeLegal documentSubtypelease contract (ana maddatti)"
Nidinti-Ea,Bēl-ahhē-erība,,Male,,50069,Nidinti-Ea,Bēl-ahhē-erība,-,Male,,17387,probable,"Unknown (IM)",,"UET 4, 46",Nidinti-Ea,"Legal document","15.VII.25 Art II",380,Ur,"Seals, Fingernails",https://cdli.ucla.edu/P414742,-,-,-,-,5811,lessee,-,"TypeLegal documentSubtypelease contract (ana maddatti)"
Nidinti-Sîn,Ea-kāṣir,,Male,,41974,Nidinti-Sîn,Ea-kāṣir,-,Male,,15801,"highly probable","IM 17281",,"Oelsner 2006, pp. 84-87","Gallābu (Ur)","Legal document","01.VIII.12 Alex III",325,Ur,,-,-,,,,4843,"sealer of the tablet
witness, regular (mukinnu)",-,"TypeLegal documentSubtypelease contract (ana maddatti)"
Nidinti-Sîn,Sîn-aplu-iddin,,Male,,30484,Nidinti-Sîn,Sîn-aplu-iddin,-,Male,,15808,"highly probable","Unknown (IM)",,"UET 4, 38","Gallābu (Ur)","Legal document","02.I.06 Art II",399,Ur,,https://cdli.ucla.edu/P414734,-,,,,3514,"witness, regular (mukinnu)",-,"TypeLegal documentSubtypelease contract (ana maddatti)"
Nidinti-Sîn,Sîn-iddin,,Male,,20656,Nidinti-Sîn,Sîn-iddin,-,Male,,15813,"highly probable","Unknown (IM)",,"UET 4, 44","Gallābu (Ur)","Legal document","23.IV.[33] Art II",372,Ur,Fingernails,https://cdli.ucla.edu/P414740,-,,,,2509,"sealer of the tablet
witness, regular (mukinnu)",-,"TypeLegal documentSubtypelease contract (ana maddatti)"
Nidintu,Arad-Gula,,Male,,20650,Nidintu,Arad-Gula,-,Male,,15817,"highly probable","Unknown (IM)",,"UET 4, 44","Gallābu (Ur)","Legal document","23.IV.[33] Art II",372,Ur,Fingernails,https://cdli.ucla.edu/P414740,-,,,,2509,"sealer of the tablet
witness, regular (mukinnu)",-,"TypeLegal documentSubtypelease contract (ana maddatti)"
Nidintu,Šamaš-ahu-iddin,,Male,Field,20614,Nidintu,Šamaš-ahu-iddin,-,Male,,15820,"highly probable","Unknown (IM)",,"UET 4, 44","Gallābu (Ur)","Legal document","23.IV.[33] Art II",372,Ur,Fingernails,https://cdli.ucla.edu/P414740,-,,,,2509,neighbour,-,"TypeLegal documentSubtypelease contract (ana maddatti)"
Nidintu,Sîn-iddin,,Male,,41971,Nidintu,Sîn-iddin,Sîn-šamuh,Male,,15824,"less probable","IM 17281",,"Oelsner 2006, pp. 84-87","Gallābu (Ur)","Legal document","01.VIII.12 Alex III",325,Ur,,-,-,,,,4843,"sealer of the tablet
witness, regular (mukinnu)",-,"TypeLegal documentSubtypelease contract (ana maddatti)"
Ninazu-ibni,Nuhšānu,,Male,,19978,Ninazu-ibni,Nuhšānu,-,Male,,15842,"highly probable","Unknown (IM)",,"UET 4, 42","Gallābu (Ur)","Legal document","06.IV.35 Art II",370,Ur,,https://cdli.ucla.edu/P414738,-,,,,2440,co-owner,-,"TypeLegal documentSubtypelease contract (ana maddatti)"
Ninazu-iqīša,Šamaš-ahu-iddin,,Male,,30472,Ninazu-iqīša,Šamaš-ahu-iddin,-,Male,,15845,"highly probable","Unknown (IM)",,"UET 4, 38","Gallābu (Ur)","Legal document","02.I.06 Art II",399,Ur,,https://cdli.ucla.edu/P414734,-,,,,3514,"witness, regular (mukinnu)",-,"TypeLegal documentSubtypelease contract (ana maddatti)"
Ningal-eṭrī,Hašdāya,,Female,,30424,Ningal-eṭrī,Hašdāya,-,Female,,15854,"highly probable","Unknown (IM)",,"UET 4, 38","Gallābu (Ur)","Legal document","02.I.06 Art II",399,Ur,,https://cdli.ucla.edu/P414734,-,,,,3514,"employee
leaves fingernail marking(s)",amtu,"TypeLegal documentSubtypelease contract (ana maddatti)"
Rē’ānu,,,Male,Field,19954,Rē’ānu,-,-,Male,,15874,probable,"Unknown (IM)",,"UET 4, 42","Gallābu (Ur)","Legal document","06.IV.35 Art II",370,Ur,,https://cdli.ucla.edu/P414738,-,,,,2440,neighbour,-,"TypeLegal documentSubtypelease contract (ana maddatti)"
Ša-Sîn-bani,Sîn-kāṣir,,Male,Land,19960,Ša-Sîn-bani,Sîn-kāṣir,-,Male,,15878,"highly probable","Unknown (IM)",,"UET 4, 42","Gallābu (Ur)","Legal document","06.IV.35 Art II",370,Ur,,https://cdli.ucla.edu/P414738,-,,,,2440,"land owner",-,"TypeLegal documentSubtypelease contract (ana maddatti)"
Sîn-abu-uṣur,Nanāya-iddin,,Male,,20635,Sîn-abu-uṣur,Nanāya-iddin,-,Male,,15893,"highly probable","Unknown (IM)",,"UET 4, 44","Gallābu (Ur)","Legal document","23.IV.[33] Art II",372,Ur,Fingernails,https://cdli.ucla.edu/P414740,-,,,,2509,"leaves fingernail marking(s)
lessee",-,"TypeLegal documentSubtypelease contract (ana maddatti)"
Sîn-abu-uṣur,Ninazu-ibni,,Male,,19966,Sîn-abu-uṣur,Ninazu-ibni,-,Male,,15894,"highly probable","Unknown (IM)",,"UET 4, 42","Gallābu (Ur)","Legal document","06.IV.35 Art II",370,Ur,,https://cdli.ucla.edu/P414738,-,,,,2440,"co-owner
lessor","bēl qašti","TypeLegal documentSubtypelease contract (ana maddatti)"
Sîn-abu-uṣur,[...],,Male,Slave,30430,Sîn-abu-uṣur,Sîn-uballiṭ,Gallābu,Male,,15267,"less probable","Unknown (IM)",,"UET 4, 38","Gallābu (Ur)","Legal document","02.I.06 Art II",399,Ur,,https://cdli.ucla.edu/P414734,-,,,,3514,"master (of a slave)",-,"TypeLegal documentSubtypelease contract (ana maddatti)"
Sîn-ahhē-bulliṭ,Kuṣurea,,Male,Prebend,41959,Sîn-ahhē-bulliṭ,Kuṣurea,[...],Male,,15273,"highly probable","IM 17281",,"Oelsner 2006, pp. 84-87","Gallābu (Ur)","Legal document","01.VIII.12 Alex III",325,Ur,,-,-,,,,4843,lessor,-,"TypeLegal documentSubtypelease contract (ana maddatti)"
Sîn-ahhē-bulliṭ,[Bēl]šunu(?),,Male,,19999,Sîn-ahhē-bulliṭ,Bēlšunu,-,Male,,15898,"highly probable","Unknown (IM)",,"UET 4, 42","Gallābu (Ur)","Legal document","06.IV.35 Art II",370,Ur,,https://cdli.ucla.edu/P414738,-,,,,2440,"sealer of the tablet
witness, regular (mukinnu)",-,"TypeLegal documentSubtypelease contract (ana maddatti)"
Sîn-ahhē-šullim(?),[...],,Male,,50070,Sîn-ahhē-šullim,[...],-,Male,,17673,"highly probable","Unknown (IM)",,"UET 4, 46",Nidinti-Ea,"Legal document","15.VII.25 Art II",380,Ur,"Seals, Fingernails",https://cdli.ucla.edu/P414742,-,-,-,-,5811,"witness, regular (mukinnu)",-,"TypeLegal documentSubtypelease contract (ana maddatti)"
Sîn-aplu-uṣur,Nidinti-Šamaš,,Male,,20188,Sîn-aplu-uṣur,Nidinti-Šamaš,-,Male,,15925,"highly probable","Unknown (IM)",,"UET 4, 42","Gallābu (Ur)","Legal document","06.IV.35 Art II",370,Ur,,https://cdli.ucla.edu/P414738,-,,,,2440,"scribe (ṭupšarru)",-,"TypeLegal documentSubtypelease contract (ana maddatti)"
Sîn-bēlšunu,Sîn-zēru-iddin,,Male,,20668,Sîn-bēlšunu,Sîn-zēru-iddin,-,Male,,15935,"highly probable","Unknown (IM)",,"UET 4, 44","Gallābu (Ur)","Legal document","23.IV.[33] Art II",372,Ur,Fingernails,https://cdli.ucla.edu/P414740,-,,,,2509,"scribe (ṭupšarru)",-,"TypeLegal documentSubtypelease contract (ana maddatti)"
Sîn-erība,Iddin-Bēl,,Male,Field,50063,Sîn-erība,Iddin-Bēl,-,Male,,17676,"highly probable","Unknown (IM)",,"UET 4, 46",Nidinti-Ea,"Legal document","15.VII.25 Art II",380,Ur,"Seals, Fingernails",https://cdli.ucla.edu/P414742,-,-,-,-,5811,neighbour,-,"TypeLegal documentSubtypelease contract (ana maddatti)"
Sîn-erība,Lâ[bâši?],,Male,Field,50067,Sîn-erība,Lâbâši,-,Male,,17677,"highly probable","Unknown (IM)",,"UET 4, 46",Nidinti-Ea,"Legal document","15.VII.25 Art II",380,Ur,"Seals, Fingernails",https://cdli.ucla.edu/P414742,-,-,-,-,5811,lessor,-,"TypeLegal documentSubtypelease contract (ana maddatti)"
Sîn-erība,Sîn-[...],[...],Male,,19993,Sîn-erība,Sîn-[...],[...],Male,,15953,"highly probable","Unknown (IM)",,"UET 4, 42","Gallābu (Ur)","Legal document","06.IV.35 Art II",370,Ur,,https://cdli.ucla.edu/P414738,-,,,,2440,"sealer of the tablet
witness, regular (mukinnu)",-,"TypeLegal documentSubtypelease contract (ana maddatti)"
Sîn-ēṭir,Mār-lētī,,Male,,20008,Sîn-ēṭir,Mār-lētī,-,Male,,15956,"highly probable","Unknown (IM)",,"UET 4, 42","Gallābu (Ur)","Legal document","06.IV.35 Art II",370,Ur,,https://cdli.ucla.edu/P414738,-,,,,2440,"sealer of the tablet
witness, regular (mukinnu)",-,"TypeLegal documentSubtypelease contract (ana maddatti)"
Sîn-iddin,Arrabu(?),,Male,,20662,Sîn-iddin,Arrabu,-,Male,,15969,"highly probable","Unknown (IM)",,"UET 4, 44","Gallābu (Ur)","Legal document","23.IV.[33] Art II",372,Ur,Fingernails,https://cdli.ucla.edu/P414740,-,,,,2509,"witness, regular (mukinnu)",-,"TypeLegal documentSubtypelease contract (ana maddatti)"
Sîn-iddin,Nidintu,,Male,,30478,Sîn-iddin,Nidintu,-,Male,,15977,"highly probable","Unknown (IM)",,"UET 4, 38","Gallābu (Ur)","Legal document","02.I.06 Art II",399,Ur,,https://cdli.ucla.edu/P414734,-,,,,3514,"sealer of the tablet
witness, regular (mukinnu)",-,"TypeLegal documentSubtypelease contract (ana maddatti)"
Sîn-iddin,Sîn-ahhē-šullim,,Male,,19987,Sîn-iddin,Sîn-ahhē-šullim,Sîn-iqīša,Male,,15966,probable,"Unknown (IM)",,"UET 4, 42","Gallābu (Ur)","Legal document","06.IV.35 Art II",370,Ur,,https://cdli.ucla.edu/P414738,-,,,,2440,"lessee
sealer of the tablet",-,"TypeLegal documentSubtypelease contract (ana maddatti)"
Sîn-iddin,Šul[lumu?],,Male,,20644,Sîn-iddin,[...],-,Male,,15964,"highly probable","Unknown (IM)",,"UET 4, 44","Gallābu (Ur)","Legal document","23.IV.[33] Art II",372,Ur,Fingernails,https://cdli.ucla.edu/P414740,-,,,,2509,"witness, regular (mukinnu)",-,"TypeLegal documentSubtypelease contract (ana maddatti)"
Sîn-kuṣuršu,[...],,Male,,50072,Sîn-kuṣuršu,[...],-,Male,,17684,"highly probable","Unknown (IM)",,"UET 4, 46",Nidinti-Ea,"Legal document","15.VII.25 Art II",380,Ur,"Seals, Fingernails",https://cdli.ucla.edu/P414742,-,-,-,-,5811,"sealer of the tablet
witness, regular (mukinnu)",-,"TypeLegal documentSubtypelease contract (ana maddatti)"
Sîn-ūru-irâm(?),[...],,Male,,50071,Sîn-ūru-irâm(?),[...],-,Male,,17690,"highly probable","Unknown (IM)",,"UET 4, 46",Nidinti-Ea,"Legal document","15.VII.25 Art II",380,Ur,"Seals, Fingernails",https://cdli.ucla.edu/P414742,-,-,-,-,5811,"witness, regular (mukinnu)",-,"TypeLegal documentSubtypelease contract (ana maddatti)"
Sîn-ušallim,Balāṭu,Gallābu,Male,House,30415,Sîn-ušallim,Balāṭu,Gallābu,Male,,15266,"highly probable","Unknown (IM)",,"UET 4, 38","Gallābu (Ur)","Legal document","02.I.06 Art II",399,Ur,,https://cdli.ucla.edu/P414734,-,,,,3514,employer,-,"TypeLegal documentSubtypelease contract (ana maddatti)"
Sîn-ušallim,Lâ[bâši?],,Male,Field,50065,Sîn-ušallim,Lâbâši,-,Male,,17692,"highly probable","Unknown (IM)",,"UET 4, 46",Nidinti-Ea,"Legal document","15.VII.25 Art II",380,Ur,"Seals, Fingernails",https://cdli.ucla.edu/P414742,-,-,-,-,5811,lessor,-,"TypeLegal documentSubtypelease contract (ana maddatti)"
Sîn-zēru-iddin,Lâbâši,,Male,,50076,Sîn-zēru-iddin,Lâbâši,-,Male,,17695,"highly probable","Unknown (IM)",,"UET 4, 46",Nidinti-Ea,"Legal document","15.VII.25 Art II",380,Ur,"Seals, Fingernails",https://cdli.ucla.edu/P414742,-,-,-,-,5811,"scribe (ṭupšarru)",-,"TypeLegal documentSubtypelease contract (ana maddatti)"
Sîn-[balāssu(?)]-iqbi,Nidintu,,Male,,30451,Sîn-balāssu-iqbi,Nidintu,-,Male,,16062,"highly probable","Unknown (IM)",,"UET 4, 38","Gallābu (Ur)","Legal document","02.I.06 Art II",399,Ur,,https://cdli.ucla.edu/P414734,-,,,,3514,"witness, regular (mukinnu)",-,"TypeLegal documentSubtypelease contract (ana maddatti)"
